0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2021-10-25 09:15:00+05:30,1178.1,1180.0,1147.4,1172.3,125572,61398.75,60779.63,46551.1,-0.4923181393769591,32.59999999999991,7.700000000000045,24.89999999999986,32.59999999999991,331.7880794702001,8.402500000000009,1175.1999999999996,-1.0083592907021766,2,VOLTAS
2021-09-17 12:00:00+05:30,670.7,671.25,666.9,667.05,283983,59318.05,59185.63,169453.8,-0.5442075443566559,4.350000000000024,4.2000000000000455,0.14999999999997726,4.350000000000024,22.535211267603923,2.0574999999999988,668.875,-0.223237277692044,2,WIPRO
2021-09-27 10:30:00+05:30,657.65,658.3,651.4,653.2,758122,60132.25,60025.86,368447.7,-0.6766517144377605,6.899999999999977,5.099999999999909,1.8000000000000682,6.899999999999977,56.818181818182104,4.02249999999998,655.425,-0.17692669075246548,2,WIPRO
2021-09-28 10:15:00+05:30,645.55,646.4,642.65,642.85,492672,60090.85,59962.69,303147.55,-0.4182480055766296,3.75,3.5499999999999545,0.20000000000004547,3.75,47.05882352941439,2.782499999999999,644.2,-0.2132770629804641,2,WIPRO
2021-10-12 12:30:00+05:30,649.75,656.0,649.65,655.45,678153,59954.77,60070.37,397783.55,0.8772604848018539,6.350000000000023,0.5499999999999545,5.800000000000068,6.350000000000023,95.38461538461607,4.0325000000000095,652.6,0.19281201479049265,1,WIPRO
2021-10-20 09:15:00+05:30,713.6,722.75,695.95,707.3,1440910,61800.07,61644.41,332756.15,-0.8828475336322965,26.79999999999995,15.450000000000045,11.349999999999907,26.79999999999995,312.30769230769164,4.2875,710.45,-0.25187673735644023,2,WIPRO
2021-09-09 10:30:00+05:30,179.3,180.35,179.3,179.85,370875,58209.42,58304.38,216178.8,0.3067484662576592,1.049999999999983,0.5,0.549999999999983,1.049999999999983,90.90909090909372,0.8124999999999971,179.575,0.16313510768531814,1,ZEEL
2021-09-28 09:15:00+05:30,322.8,322.8,312.75,313.95,4504276,60285.89,59937.05,1956289.85,-2.741635687732349,10.050000000000011,8.850000000000025,1.1999999999999886,10.050000000000011,81.08108108108092,4.4475000000000025,318.375,-0.578642863197336,2,ZEEL
2021-10-01 09:45:00+05:30,300.45,300.5,297.35,298.95,1804642,58767.89,58653.15,931836.3,-0.4992511233150275,3.1499999999999773,1.5500000000000114,1.5999999999999657,3.1499999999999773,-8.695652173913402,1.8299999999999896,299.7,-0.19524267418823096,2,ZEEL
2021-10-28 11:45:00+05:30,300.0,304.7,300.0,303.85,1298089,60601.74,60728.79,763484.1,1.2833333333333408,4.699999999999988,0.8499999999999659,3.850000000000023,4.699999999999988,104.347826086955,2.3200000000000016,301.925,0.2096474457664135,1,ZEEL
